BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
7.388307599631616,4.634728988229636,4.634728988229636,0.0,0.166667,0.15415096554150312,0.0,1.0986122886681098,7.438971592395862,6.792545131234186,6.879544273324582
4.841781178834473,5.456516981221582,0.0,5.456516981221582,1.0,0.0,1.0,2.5649493574615367,6.90875477931522,5.341250962068848,5.110473503852051
8.52552773223695,5.961134197300148,5.325689313343887,5.212214667494625,0.666667,0.15415096554150312,0.416667,2.1972245773362196,9.259225769705994,7.379287955514028,7.408440468896529
3.1382508477086843,4.61512051684126,0.0,4.61512051684126,0.416667,0.0,0.416667,1.791759469228055,8.839421607620602,5.086161806788292,5.079442454117678
8.52552773223695,7.937695626802405,6.921855403360919,7.099506197615132,1.0,0.15415096554150312,1.0,3.7954891891721947,9.472781556562168,8.350270105136044,7.501632160048084
7.05899314124371,7.206903859042666,5.993961427306569,6.855103167083238,1.0,0.08004239998118148,1.0,3.7954891891721947,8.699681400989514,6.472343665440258,5.5523741073615245
8.52552773223695,5.786743995370548,5.786743995370548,0.0,0.083333,0.08004239998118148,0.0,1.3862943611198906,9.259225769705994,7.45072986762036,7.501632160048084
4.841509907585915,6.458009075556836,6.458009075556836,0.0,0.916667,0.6061353490247577,0.0,2.4849066497880004,7.0909098220799835,6.050793496962728,5.2847349669616435
8.16567680947387,6.30678610536318,0.0,6.30678610536318,1.0,0.0,1.0,2.70805020110221,9.305741456739435,8.354913379298212,7.501632160048084
7.412975691461382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.496097345175956,5.865051186791171,6.454521149985232
8.52552773223695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.105090961257085,7.400841445464237,7.501632160048084
8.306096985533877,7.775506815191631,7.312386706341724,6.605811997178087,0.75,0.4054651081081644,0.75,3.7376696182833684,8.517393171418904,7.389498735985844,7.340927381943288
8.52552773223695,5.3230099791384085,5.3230099791384085,0.0,0.083333,0.08004239998118148,0.0,1.0986122886681098,9.105090961257085,7.121342643846067,7.501632160048084
7.253188835622875,6.871340226280088,6.871340226280088,0.0,0.083333,0.08004239998118148,0.0,1.9459101490553132,8.922791623969637,8.354913379298212,6.580568378887042
6.4989563348130215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.496097345175956,8.028800011722797,5.650147651555028
6.666816530684591,7.331446609113647,6.668609370190421,6.608391911756496,0.583333,0.3483069295623057,0.333333,3.332204510175204,8.006700845440367,7.141490275195939,5.897545922641265
8.320134161099263,5.322131544647291,5.322131544647291,0.0,0.083333,0.08004239998118148,0.0,0.6931471805599453,8.412054873292933,6.767659847255586,7.4967993979574
7.216520318304293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.313886831633462,5.938312228436658,5.7756507455504975
8.52552773223695,7.330693505801399,6.154433375386121,6.962849341291709,1.0,0.2876818224517498,1.0,3.044522437723423,9.04793908261736,7.266367396088755,7.185171022558634
6.1642557275430345,4.707185111394821,0.0,4.707185111394821,0.375,0.0,0.25,1.3862943611198906,7.438971592395862,5.1762232044509755,4.99856130935223
5.441842562471876,7.77971787700675,7.24703072579297,6.896360605568251,1.0,0.5108258237659706,1.0,3.7954891891721947,8.101980731853192,7.841867680880996,5.1742146694558455
6.762509636519377,6.2314652154886145,6.2314652154886145,0.0,0.166667,0.15415096554150312,0.0,1.3862943611198906,8.294299608857235,6.37819941940262,5.661044475632165
8.50356714851695,6.805080043618763,6.4724544803023925,5.546543698229709,0.625,0.3184537311185346,0.25,2.302585092994046,9.392745258631441,8.354913379298212,6.921082042868441
6.98461313423923,7.937695626802405,7.312386706341724,6.787968988149286,0.666667,0.45953211885210227,0.5,2.9444389791664403,7.824445930877619,7.244819012063394,7.187994674045495
7.356714711115268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.160803920954665,6.540777844746521,6.3672981411811636
6.143486153494597,7.590963228627309,7.312386706341724,0.0,0.666667,0.5108258237659706,0.0,2.4849066497880004,8.006700845440367,8.042716450145122,4.893697583551904
7.777931129105488,7.937695626802405,7.312386706341724,6.06269158764624,0.916667,0.6061353490247577,0.5,3.7612001156935624,8.922791623969637,8.354913379298212,7.179700330020578
8.287059960355426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.294299608857235,6.64110217698512,7.3785162732295815
8.52552773223695,5.438079308923196,0.0,5.438079308923196,0.416667,0.0,0.333333,1.9459101490553132,8.699681400989514,7.655180879929307,7.501632160048084
7.539087709835567,4.736198448394496,4.736198448394496,0.0,0.166667,0.15415096554150312,0.0,1.0986122886681098,8.77971129020447,8.16356689875695,6.308291202529203
7.350383665303308,4.207673247529104,4.207673247529104,0.0,0.083333,0.08004239998118148,0.0,0.6931471805599453,7.3783837129967145,5.826246864544016,6.731275434910505
6.6977537147139135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33110454805304,8.354913379298212,5.491601064749435
7.562622442395542,7.54361227231452,0.0,7.099506197615132,1.0,0.0,1.0,3.7954891891721947,7.523481312573497,8.213123166480717,7.501632160048084
7.472534847055442,6.024246305382325,5.787541345756266,4.478699521934143,0.583333,0.2876818224517498,0.166667,2.4849066497880004,7.496097345175956,6.657306880160869,6.801177849852037
6.698079941478827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.313886831633462,4.990941090122055,5.195245856893709
7.363472991848201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824445930877619,6.293460359333536,5.868968621963989
8.291928286371425,5.577841251298354,5.25540986553676,4.302712827954156,0.666667,0.08004239998118148,0.583333,2.1972245773362196,8.699681400989514,8.354913379298212,6.91035925170048
7.438639665474121,7.21868257559943,7.21868257559943,0.0,0.333333,0.2876818224517498,0.0,1.6094379124341003,7.438971592395862,7.393150071761594,6.829259398021747
8.52552773223695,6.040492778175336,0.0,6.040492778175336,0.916667,0.0,0.833333,2.4849066497880004,8.740496729931813,7.1617887144105605,7.501632160048084
8.00350420079196,7.937695626802405,7.312386706341724,7.099506197615132,0.666667,0.4054651081081644,0.583333,3.5263605246161616,8.853808274977197,8.354913379298212,7.0103396674623175
6.487703820419449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.853808274977197,6.815045498706368,4.955708691441334
7.501066886022223,6.572142672772806,6.2227349856338,5.355736857415523,0.5,0.09531017980432493,0.4,2.1972245773362196,7.719129840906732,6.791241033321197,6.435761985266166
6.2791488389323,6.675747556729456,6.24928001995347,5.621487231929371,0.272727,0.08701129365629287,0.181818,2.0794415416798357,8.699681400989514,7.174860061724275,5.173379480888368
8.52552773223695,6.333048695615371,5.523458920524919,5.74738460102608,0.833333,0.15415096554150312,0.75,2.70805020110221,8.699681400989514,7.596414904511969,7.501632160048084
7.45508935392666,6.408709993751677,6.408709993751677,0.0,1.0,0.6061353490247577,0.0,2.8903717578961645,9.305741456739435,7.993255493563906,6.437202687884413
6.362699910035696,5.771441123130016,0.0,5.771441123130016,0.75,0.0,0.666667,2.1972245773362196,7.313886831633462,7.272336285780348,5.253249611110729
7.095658461149205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0909098220799835,3.410443537249367,7.501632160048084
8.52552773223695,5.965274564017741,5.965274564017741,0.0,0.583333,0.45953211885210227,0.0,2.0794415416798357,8.853808274977197,7.393621869780999,7.501632160048084
2.910041642177587,5.504721593857949,3.718680945350726,5.326127067187304,0.666667,0.15415096554150312,0.583333,2.6390573296152584,8.517393171418904,5.882770932843391,4.808302162738161
4.413824566542096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15915233520675,4.767025675958524,5.110131464042561
1.5657597596409527,4.898212864681969,3.374168709274236,4.662022997580874,0.416667,0.15415096554150312,0.25,1.791759469228055,9.392745258631441,5.352111333645686,4.6104933428158
3.7719429024452684,5.983936280687191,0.0,5.983936280687191,0.5,0.0,0.416667,2.5649493574615367,7.0909098220799835,6.588384644386054,4.954484283243715
7.568566484814462,7.937695626802405,7.312386706341724,5.9946095962520545,1.0,0.6061353490247577,0.333333,3.7954891891721947,9.105090961257085,8.354913379298212,6.3898323387442435
4.912045891513179,7.129938369201223,7.129938369201223,0.0,1.0,0.6061353490247577,0.0,3.1354942159291497,9.536112711175099,7.151665256518504,5.149569003726273
8.52552773223695,7.380741954517848,7.2766532168425835,5.072921280180533,1.0,0.6061353490247577,1.0,3.1780538303479458,9.305741456739435,8.354913379298212,7.501632160048084
8.52552773223695,7.7226819431957,7.185220335023318,6.846124526185636,1.0,0.5596157879354227,1.0,3.7954891891721947,9.510519035757246,8.01386467597063,7.501632160048084
8.30358049140179,3.828641396489095,3.828641396489095,0.0,0.083333,0.08004239998118148,0.0,0.6931471805599453,8.412054873292933,6.979931637127268,6.877235518117718
8.52552773223695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77971129020447,7.315355194100754,7.501632160048084
8.52552773223695,7.937695626802405,7.046499312159118,7.099506197615132,1.0,0.22314355131420976,0.916667,3.7954891891721947,9.105090961257085,8.354913379298212,7.501632160048084
7.589845096604949,6.940261190538396,5.4289069362516384,6.692257424693476,0.909091,0.08701129365629287,0.818182,2.8903717578961645,8.294299608857235,8.025328328911934,6.815319242368355
7.187261076612361,3.8426729272933526,3.8426729272933526,0.0,0.083333,0.08004239998118148,0.0,0.6931471805599453,7.496097345175956,6.0909488191647725,5.747992757638404
7.0394700442879845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0909098220799835,5.029284648786022,7.501632160048084
7.39077119748822,6.607244604091484,6.607244604091484,0.0,0.666667,0.5108258237659706,0.0,2.4849066497880004,8.699681400989514,6.035788878081494,5.966501847859993
1.7418758824899843,4.382026634673881,0.0,4.382026634673881,0.25,0.0,0.166667,1.3862943611198906,8.853808274977197,5.388250378901539,4.810403950253194
1.770856686983286,3.044522437723423,3.044522437723423,0.0,0.111111,0.10536041565782127,0.0,0.6931471805599453,7.313886831633462,3.3137465990571076,4.125739493280924
3.1943540486844593,7.205843024147799,0.0,7.099506197615132,1.0,0.0,1.0,2.5649493574615367,7.601402334583733,6.5696905892803015,4.021624395851061
8.172108509287602,7.937695626802405,7.312386706341724,7.099506197615132,0.916667,0.6061353490247577,0.833333,3.7954891891721947,8.648396877031582,8.354913379298212,7.501632160048084
6.76049855778668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.294299608857235,7.7132888505828285,5.374482526239719
7.800794984990287,6.695798917058491,6.695798917058491,0.0,0.25,0.22314355131420976,0.0,1.6094379124341003,8.294299608857235,6.279912012197073,6.935347099439079
6.01531867412121,6.848684449405085,0.0,6.848684449405085,1.0,0.0,1.0,2.5649493574615367,7.824445930877619,7.001964325488924,5.179593541613167
8.514670172078025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.987321812850125,7.1249113603194285,7.272558726243694
7.128996668733569,6.0513830373192254,5.185372607531902,5.509631222108668,0.666667,0.15415096554150312,0.5,2.3978952727983707,7.601402334583733,6.359661015394023,6.213338130354008
8.52552773223695,7.937695626802405,7.312386706341724,7.099506197615132,1.0,0.6061353490247577,1.0,3.7954891891721947,9.105090961257085,8.354913379298212,7.501632160048084
5.057625445563613,7.2121912183324675,6.374394297410881,6.64668917154408,0.916667,0.2876818224517498,0.833333,3.5553480614894135,8.612685172875459,6.756905274926475,4.694278693295283
8.52552773223695,7.937695626802405,6.754743949848305,7.099506197615132,1.0,0.22314355131420976,1.0,3.7954891891721947,9.04793908261736,7.320145179939207,7.501632160048084
8.52552773223695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.853808274977197,7.153652221372497,7.501632160048084
5.172423312210039,7.319798702450424,7.133583224085232,5.551175047845637,0.666667,0.3483069295623057,0.333333,2.70805020110221,8.517393171418904,7.5418039297171715,4.924640302230409
6.523848839250635,6.9532734292811496,6.505709318919628,5.936533063581764,1.0,0.45953211885210227,1.0,3.258096538021482,8.006700845440367,6.316139441145971,5.340995753704738
5.415049254386517,7.745340408858405,0.0,7.099506197615132,0.583333,0.0,0.5,2.5649493574615367,8.77971129020447,7.0965656378910005,4.6088917324356
7.48808473175405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.496097345175956,6.5347937616074345,7.501632160048084
4.0241586758043235,6.206575926724928,0.0,6.206575926724928,0.166667,0.0,0.166667,1.0986122886681098,8.853808274977197,7.586217950962711,4.997549730332755
7.887445077562162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.006700845440367,6.838854033654524,6.565556499367541
8.52552773223695,7.937695626802405,7.312386706341724,7.099506197615132,1.0,0.6061353490247577,1.0,3.7954891891721947,9.536112711175099,7.544203454804669,7.501632160048084
7.65688511608913,7.937695626802405,0.0,7.099506197615132,1.0,0.0,1.0,3.7954891891721947,9.04793908261736,8.179193565649877,6.447312407686196
7.96464115176426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071218539969863,6.972068998291171,7.253928939244064
8.52552773223695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.536112711175099,8.028655428376947,7.501632160048084
7.780686523789863,7.937695626802405,7.312386706341724,0.0,0.916667,0.6061353490247577,0.0,3.7954891891721947,7.937731775260109,8.354913379298212,7.501632160048084
4.068226451174745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0909098220799835,5.958047035162719,4.450821226504721
8.353934009646402,7.579832028922791,6.983141005888027,6.78105762593618,0.833333,0.15415096554150312,0.583333,2.995732273553991,8.517393171418904,6.91309573333649,6.991571387032776
8.52552773223695,5.021509290648134,5.021509290648134,0.0,0.083333,0.08004239998118148,0.0,0.6931471805599453,9.536112711175099,7.865978194264746,7.501632160048084
8.442221369574867,7.148440079073007,5.865164090991807,6.825003906185169,0.833333,0.22314355131420976,0.833333,3.5263605246161616,8.517393171418904,7.553303408815301,7.501632160048084
3.2302101480570484,5.527840524826286,0.0,5.527840524826286,0.583333,0.0,0.5,2.0794415416798357,8.006700845440367,5.7707022302782205,5.162680937030025
8.52552773223695,6.6812686457916675,6.6812686457916675,0.0,0.083333,0.08004239998118148,0.0,0.6931471805599453,9.472781556562168,8.354913379298212,7.501632160048084
5.447207067376491,6.089044875446846,0.0,6.089044875446846,0.916667,0.0,0.916667,3.1354942159291497,8.294299608857235,6.319178077288133,5.2262360002100205
7.354767458198983,7.194151525113461,7.065297344411869,5.0875346049320465,0.5,0.15415096554150312,0.25,2.1972245773362196,7.601402334583733,6.929305052658237,6.566123830686406
7.822392067445646,7.937695626802405,7.238137580965946,7.099506197615132,1.0,0.4054651081081644,1.0,3.7954891891721947,9.536112711175099,6.923935621365515,6.424745872076159
6.561218610044431,6.801127293757346,6.573009551086625,5.216781878565518,0.916667,0.2876818224517498,0.916667,2.9444389791664403,7.0909098220799835,6.880751998052674,5.223186280422431
8.52552773223695,7.937695626802405,7.312386706341724,7.099506197615132,1.0,0.5596157879354227,1.0,3.7954891891721947,9.536112711175099,8.354913379298212,7.501632160048084
7.712490045640144,6.581470968748414,6.581470968748414,0.0,1.0,0.6061353490247577,0.0,2.5649493574615367,7.824445930877619,6.968184560309096,6.536863929118186
6.8544924779680025,5.288570015093157,5.008366054652212,3.899950424193877,0.333333,0.22314355131420976,0.166667,1.791759469228055,6.90875477931522,6.2009156208437615,6.235163740171027
6.6399309381906155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.922791623969637,7.357433040903001,5.158823824150382
8.52552773223695,7.642754323564643,7.171257357432184,6.665683717782408,0.666667,0.3483069295623057,0.583333,2.6390573296152584,9.536112711175099,8.077329611532875,7.501632160048084
7.6800272492886,7.937695626802405,7.312386706341724,7.099506197615132,1.0,0.6061353490247577,1.0,3.7954891891721947,8.77971129020447,8.354913379298212,6.305251293867907
8.025647363195684,6.933423025730715,6.933423025730715,0.0,0.083333,0.08004239998118148,0.0,1.0986122886681098,8.922791623969637,6.5508718776033765,6.710136513418341
5.582787768352519,3.3894621254437345,3.3894621254437345,0.0,0.083333,0.08004239998118148,0.0,0.6931471805599453,9.105090961257085,7.120145272694927,5.274662052777176
7.011414625471869,6.852200284859817,5.111746795464668,6.660575149839686,0.5,0.22314355131420976,0.416667,2.302585092994046,7.313886831633462,7.578758559634902,6.901387533858146
6.810774801406825,6.947168281338972,4.394449154672439,6.86714159609684,0.833333,0.08004239998118148,0.833333,2.4849066497880004,9.510519035757246,7.526305740971286,6.151022151708176
8.52552773223695,7.937695626802405,0.0,7.099506197615132,0.583333,0.0,0.5,2.70805020110221,8.853808274977197,8.21246278376101,7.501632160048084
7.329691627028077,7.937695626802405,7.312386706341724,6.625511724279939,1.0,0.6061353490247577,1.0,3.4657359027997265,8.77971129020447,7.72102055349329,5.799990675361453
3.916139640447012,6.769917484247027,0.0,6.769917484247027,1.0,0.0,1.0,3.2188758248682006,8.987321812850125,6.729632835956811,5.267915714108035
8.52552773223695,7.937695626802405,7.312386706341724,7.099506197615132,1.0,0.5596157879354227,1.0,3.7954891891721947,9.536112711175099,8.354913379298212,7.501632160048084
4.677081228801684,7.8095900247662415,6.672703606593555,7.099506197615132,1.0,0.4054651081081644,1.0,3.7954891891721947,8.294299608857235,7.853497142835582,4.5679066858432416
4.7938125907331095,7.528514545701073,0.0,7.099506197615132,0.333333,0.0,0.25,1.6094379124341003,9.536112711175099,8.0408577578998,5.66954855050953
7.459056599618273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.496097345175956,5.898456466688306,7.501632160048084
7.925428003838115,7.937695626802405,7.312386706341724,7.099506197615132,1.0,0.6061353490247577,0.666667,3.7954891891721947,9.305741456739435,8.354913379298212,6.9652016338075455
6.954037930539315,5.69035945432406,5.69035945432406,0.0,0.083333,0.08004239998118148,0.0,1.0986122886681098,7.0909098220799835,6.087699485554833,5.896709222093264
7.915117283903547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.006700845440367,6.659073373570259,6.583130588599918
8.29799638320509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04793908261736,6.917888796025987,7.071700634550349
6.7714417076852875,6.475771642313164,4.7535901911063645,6.280807739136395,1.0,0.08004239998118148,1.0,3.332204510175204,7.0909098220799835,7.013813333802946,5.343761099562162
7.384635338172859,6.324699406215847,6.266517203159621,3.482777368654578,0.25,0.08004239998118148,0.166667,1.791759469228055,8.294299608857235,6.049053620423047,6.424878487393834
4.750082468648672,6.154815630269835,0.0,6.154815630269835,1.0,0.0,0.833333,1.9459101490553132,6.90875477931522,5.908379937538513,4.467085344991896
8.52552773223695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77971129020447,7.205906545673996,7.501632160048084
6.714296645742944,4.887638691386985,0.0,4.887638691386985,1.0,0.0,1.0,2.5649493574615367,8.987321812850125,7.978335502991533,5.497985505982435
6.3913765033026975,7.937695626802405,7.312386706341724,6.6182181536498765,0.916667,0.5108258237659706,0.75,3.7612001156935624,9.536112711175099,8.354913379298212,5.492625434722357
7.029197888444581,6.830442175879467,0.0,6.830442175879467,1.0,0.0,1.0,2.5649493574615367,6.90875477931522,7.0931652134909795,7.466248920403741
5.859192652411413,7.589032286971595,7.240291207067544,6.368015645051504,0.666667,0.3483069295623057,0.333333,2.8903717578961645,8.294299608857235,7.493324054518274,5.125270750206254
6.7355472983299745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.294299608857235,8.194855207520632,5.268741294757374
6.884427293065106,7.937695626802405,7.312386706341724,7.099506197615132,1.0,0.6061353490247577,0.833333,3.7954891891721947,9.259225769705994,8.354913379298212,5.8540429488648185
3.182671817678435,5.707110264748875,0.0,5.707110264748875,0.25,0.0,0.166667,1.3862943611198906,9.433563920090563,5.679997965781477,3.7944253200933304
7.691077780768833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.006700845440367,7.261778732926054,6.13635597635965
8.52552773223695,7.937695626802405,7.312386706341724,6.937760583468464,1.0,0.6061353490247577,1.0,3.7954891891721947,9.536112711175099,8.354913379298212,7.501632160048084
7.3836489167711195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.496097345175956,6.156059037138984,6.015667154299461
7.984203917171097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.006700845440367,7.796707102953051,7.462070661698346
5.822453755705818,7.937695626802405,7.312386706341724,7.099506197615132,1.0,0.3483069295623057,0.916667,3.7954891891721947,9.536112711175099,7.942799678230597,5.232342267359498
3.617284414207216,5.549504008886889,0.0,5.549504008886889,0.416667,0.0,0.416667,1.791759469228055,8.575650760987806,6.7242834472755835,5.2472186163934245
6.807158741980813,7.90044393050631,5.020585624949423,7.099506197615132,1.0,0.2876818224517498,1.0,3.6888794541139363,7.824445930877619,7.430823462258471,5.7182165733651775
7.966327762279173,4.770684624465665,0.0,4.770684624465665,0.25,0.0,0.166667,1.3862943611198906,8.412054873292933,8.354913379298212,6.8379961943860215
4.774429164239715,6.484222936911355,6.202535517187923,5.085928278131687,0.666667,0.3483069295623057,0.416667,2.772588722239781,9.210440366976517,6.092639633313114,4.926006182711821
5.132986894247648,7.605914876365619,0.0,7.099506197615132,0.833333,0.0,0.75,3.1354942159291497,7.0909098220799835,7.868545266803646,5.291486881809889
7.44250114630905,5.002468704763196,0.0,5.002468704763196,0.166667,0.0,0.166667,1.0986122886681098,8.699681400989514,7.079237270212571,5.928512779743859
6.774890232299837,6.249086816838434,5.075611219558606,5.8818449745297725,1.0,0.2876818224517498,0.916667,3.4339872044851463,6.803505257608338,6.364319180087175,6.543760347758644
6.874458794561167,5.74444445637509,5.74444445637509,0.0,0.333333,0.2876818224517498,0.0,2.772588722239781,7.313886831633462,5.629498627037297,5.660524626964061
3.67922409075358,5.639777144680289,5.639777144680289,0.0,0.25,0.22314355131420976,0.0,1.3862943611198906,8.724369949208368,5.542803472586815,4.03953174825184
3.7236975814391235,4.384523514872469,4.384523514872469,0.0,0.083333,0.08004239998118148,0.0,0.6931471805599453,8.294299608857235,7.407852017337999,3.2509897289870224
8.52552773223695,7.282293716409806,0.0,7.099506197615132,0.5,0.0,0.5,2.9444389791664403,9.536112711175099,7.2322049092625935,7.47093829791957
8.29027344549524,6.630076341269903,6.630076341269903,0.0,0.5,0.4054651081081644,0.0,2.772588722239781,8.294299608857235,7.013799407823217,7.266967820195742
8.52552773223695,7.937695626802405,6.404815149490137,7.099506197615132,0.916667,0.15415096554150312,0.833333,3.5553480614894135,9.350189267092581,7.253892977738177,7.501632160048084
5.642511065801451,7.937695626802405,4.056988775678332,7.099506197615132,0.75,0.08004239998118148,0.666667,3.6109179126442243,8.987321812850125,7.7931378869535815,5.236688124019159
4.877115619498315,7.203546880139052,6.988219436294835,5.566051801190121,1.0,0.6061353490247577,0.583333,3.5263605246161616,9.536112711175099,6.95135034338752,5.211830184871307
7.588229983832199,6.773080375655535,6.773080375655535,0.0,0.166667,0.15415096554150312,0.0,1.791759469228055,8.987321812850125,6.296598198541751,6.638152564229121
8.52552773223695,3.882594194737334,0.0,3.882594194737334,0.166667,0.0,0.166667,1.0986122886681098,8.699681400989514,7.9988661240435235,7.501632160048084
3.7865481912430408,5.916202062607435,5.916202062607435,0.0,0.166667,0.15415096554150312,0.0,1.0986122886681098,9.536112711175099,7.100896606213867,4.244565860703615
6.341321887913956,6.008198746099147,5.751778672924456,4.532599493153256,0.5,0.15415096554150312,0.416667,2.5649493574615367,7.601402334583733,7.1315667208078155,5.749560764826214
3.2397466265609642,5.570784273193337,0.0,5.570784273193337,0.833333,0.0,0.833333,2.3978952727983707,8.294299608857235,5.934255113142999,5.1403932763541365
8.52552773223695,7.596030611338315,6.737915499690239,7.045323512588911,0.333333,0.15415096554150312,0.166667,2.1972245773362196,9.536112711175099,8.354913379298212,7.501632160048084
